案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026008267,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008268,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-31,周一,审核通过,,轻微,1
2026008269,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-03,周一,驳回,框选不规范,轻微,0
2026008270,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026008271,横向裂缝,沥青路面,深惠路,21.5,四轮专车,2026-08-08,周六,审核通过,,轻微,2
2026008272,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008273,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-03,周一,审核通过,,轻微,0
2026008274,横向裂缝,沥青路面,清林路,9.8,两轮车,2026-08-18,周二,审核通过,,轻微,0
2026008275,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008276,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-06,周四,审核通过,,轻微,1
2026008277,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008278,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-11,周二,审核通过,,轻微,0
2026008279,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-25,周二,驳回,AI误报,轻微,1
2026008280,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-29,周六,审核通过,,轻微,0
2026008281,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-08-11,周二,审核通过,,轻微,0
2026008282,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008283,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026008284,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-06,周四,审核通过,,轻微,0
2026008285,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-30,周日,审核通过,,轻微,1
2026008286,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-20,周四,审核通过,,轻微,1
2026008287,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-28,周五,驳回,超过时效,轻微,12
2026008288,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-29,周六,审核通过,,轻微,1
2026008289,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-25,周二,审核通过,,轻微,0
2026008290,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-15,周六,审核通过,,轻微,0
2026008291,横向裂缝,沥青路面,清林路,9.8,四轮专车,2026-08-13,周四,审核通过,,轻微,2
2026008292,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-23,周日,审核通过,,轻微,0
2026008293,横向裂缝,沥青路面,深惠路,21.5,四轮专车,2026-08-19,周三,审核通过,,轻微,1
2026008294,横向裂缝,沥青路面,龙岗大道,32.6,众源车,2026-08-28,周五,审核通过,,轻微,12
2026008295,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008296,横向裂缝,沥青路面,龙翔大道,15.8,众源车,2026-08-21,周五,审核通过,,轻微,4
2026008297,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026008298,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-17,周一,审核通过,,严重,1
2026008299,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026008300,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008301,横向裂缝,沥青路面,清林路,9.8,四轮专车,2026-08-29,周六,审核通过,,轻微,1
2026008302,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-21,周五,审核通过,,轻微,0
2026008303,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-16,周日,审核通过,,轻微,0
2026008304,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-09-01,周二,审核通过,,轻微,0
2026008305,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026008306,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-24,周一,驳回,AI误报,严重,0
2026008307,横向裂缝,沥青路面,黄阁路,11.2,四轮专车,2026-08-14,周五,审核通过,,轻微,2
2026008308,横向裂缝,沥青路面,黄阁路,11.2,四轮专车,2026-09-02,周三,审核通过,,轻微,1
2026008309,横向裂缝,沥青路面,龙翔大道,15.8,两轮车,2026-08-20,周四,驳回,框选不规范,轻微,0
2026008310,横向裂缝,沥青路面,鹏达路,6.8,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026008311,横向裂缝,沥青路面,新生路,8.2,众源车,2026-08-07,周五,审核通过,,轻微,12
2026008312,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026008313,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-09-03,周四,驳回,超过时效,轻微,1
2026008314,横向裂缝,沥青路面,沙荷路,12.4,四轮专车,2026-08-17,周一,审核通过,,轻微,1
2026008315,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-24,周一,审核通过,,轻微,2
2026008316,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-08-31,周一,审核通过,,严重,2
2026008317,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-08-14,周五,审核通过,,轻微,0
2026008318,横向裂缝,沥青路面,碧新路,9.1,两轮车,2026-08-04,周二,审核通过,,轻微,0
2026008319,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026008320,横向裂缝,沥青路面,深惠路,21.5,两轮车,2026-08-22,周六,审核通过,,轻微,0
2026008321,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-23,周日,审核通过,,轻微,1
2026008322,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026008323,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-09-01,周二,审核通过,,轻微,0
2026008324,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026008325,横向裂缝,沥青路面,碧新路,9.1,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008326,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-21,周五,审核通过,,轻微,0
2026008327,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008328,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008329,横向裂缝,沥青路面,爱南路,10.4,四轮专车,2026-08-17,周一,驳回,AI误报,轻微,1
2026008330,横向裂缝,沥青路面,深惠路,21.5,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008331,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-21,周五,审核通过,,轻微,2
2026008332,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-12,周三,审核通过,,轻微,0
2026008333,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-14,周五,审核通过,,轻微,0
2026008334,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026008335,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-26,周三,审核通过,,轻微,0
2026008336,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026008337,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026008338,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008339,横向裂缝,沥青路面,龙翔大道,15.8,四轮专车,2026-08-07,周五,审核通过,,轻微,2
2026008340,横向裂缝,沥青路面,清林路,9.8,两轮车,2026-08-08,周六,审核通过,,轻微,1
2026008341,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-31,周一,审核通过,,轻微,0
2026008342,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-08-10,周一,审核通过,,轻微,1
2026008343,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-19,周三,审核通过,,轻微,1
2026008344,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-21,周五,审核通过,,轻微,0
2026008345,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-18,周二,审核通过,,轻微,1
2026008346,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026008347,横向裂缝,沥青路面,坂雪岗大道,14.2,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026008348,横向裂缝,沥青路面,龙岗大道,32.6,众源车,2026-08-21,周五,驳回,超过时效,轻微,7
2026008349,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026008350,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-30,周日,审核通过,,轻微,0
2026008351,横向裂缝,沥青路面,新生路,8.2,四轮专车,2026-08-29,周六,审核通过,,轻微,1
2026008352,横向裂缝,沥青路面,碧新路,9.1,两轮车,2026-08-24,周一,审核通过,,轻微,0
2026008353,横向裂缝,沥青路面,爱南路,10.4,众源车,2026-08-14,周五,审核通过,,轻微,4
2026008354,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-09-02,周三,审核通过,,轻微,2
2026008355,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026008356,横向裂缝,沥青路面,吉祥路,8.6,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026008357,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-07,周五,审核通过,,严重,0
2026008358,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008359,横向裂缝,沥青路面,新生路,8.2,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008360,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026008361,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026008362,横向裂缝,沥青路面,新生路,8.2,两轮车,2026-09-02,周三,审核通过,,轻微,0
2026008363,横向裂缝,沥青路面,深惠路,21.5,众源车,2026-08-21,周五,审核通过,,轻微,13
2026008364,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008365,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-05,周三,审核通过,,轻微,1
2026008366,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008367,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-09-03,周四,审核通过,,轻微,1
2026008368,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008369,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026008370,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026008371,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-30,周日,审核通过,,轻微,0
2026008372,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-30,周日,审核通过,,轻微,1
2026008373,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-08-28,周五,审核通过,,轻微,0
2026008374,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026008375,横向裂缝,沥青路面,黄阁路,11.2,众源车,2026-08-28,周五,审核通过,,轻微,13
2026008376,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-07,周五,审核通过,,轻微,0
2026008377,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008378,横向裂缝,沥青路面,爱南路,10.4,众源车,2026-08-28,周五,审核通过,,轻微,5
2026008379,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008380,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-29,周六,审核通过,,轻微,0
2026008381,横向裂缝,沥青路面,深惠路,21.5,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026008382,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-09-01,周二,审核通过,,轻微,1
2026008383,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-04,周二,审核通过,,轻微,1
2026008384,横向裂缝,沥青路面,沙荷路,12.4,两轮车,2026-08-24,周一,驳回,AI误报,轻微,1
2026008385,横向裂缝,沥青路面,红棉路,18.2,众源车,2026-08-28,周五,审核通过,,轻微,9
2026008386,横向裂缝,沥青路面,龙翔大道,15.8,作业车,2026-08-14,周五,审核通过,,轻微,0
2026008387,横向裂缝,沥青路面,鹏达路,6.8,两轮车,2026-08-17,周一,审核通过,,轻微,0
2026008388,横向裂缝,沥青路面,坂雪岗大道,14.2,众源车,2026-08-28,周五,驳回,框选不规范,轻微,9
2026008389,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008390,横向裂缝,沥青路面,布龙路,19.6,众源车,2026-08-07,周五,审核通过,,轻微,4
2026008391,横向裂缝,沥青路面,黄阁路,11.2,众源车,2026-08-07,周五,驳回,框选不规范,轻微,13
2026008392,横向裂缝,沥青路面,深惠路,21.5,众源车,2026-08-28,周五,审核通过,,轻微,13
2026008393,横向裂缝,沥青路面,深惠路,21.5,作业车,2026-08-25,周二,审核通过,,轻微,0
2026008394,横向裂缝,沥青路面,清林路,9.8,两轮车,2026-08-31,周一,审核通过,,轻微,0
2026008395,横向裂缝,沥青路面,龙岗大道,32.6,四轮专车,2026-08-13,周四,审核通过,,轻微,1
2026008396,横向裂缝,沥青路面,布龙路,19.6,作业车,2026-08-30,周日,审核通过,,轻微,0
2026008397,横向裂缝,沥青路面,布龙路,19.6,两轮车,2026-08-29,周六,审核通过,,轻微,0
2026008398,横向裂缝,沥青路面,吉祥路,8.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026008399,横向裂缝,沥青路面,鹏达路,6.8,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008400,横向裂缝,沥青路面,吉祥路,8.6,四轮专车,2026-08-15,周六,审核通过,,轻微,2
2026008401,横向裂缝,沥青路面,布龙路,19.6,众源车,2026-08-21,周五,审核通过,,轻微,11
2026008402,横向裂缝,沥青路面,红棉路,18.2,作业车,2026-09-02,周三,审核通过,,轻微,0
2026008403,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-28,周五,驳回,模糊不清,轻微,0
2026008404,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-15,周六,审核通过,,严重,0
2026008405,横向裂缝,沥青路面,植物园路,7.5,作业车,2026-08-19,周三,审核通过,,轻微,0
2026008406,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-13,周四,审核通过,,轻微,1
2026008407,横向裂缝,沥青路面,红棉路,18.2,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026008408,横向裂缝,沥青路面,清林路,9.8,作业车,2026-08-09,周日,审核通过,,轻微,0
2026008409,横向裂缝,沥青路面,碧新路,9.1,四轮专车,2026-08-04,周二,审核通过,,严重,2
2026008410,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-16,周日,审核通过,,轻微,0
2026008411,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-16,周日,审核通过,,严重,0
2026008412,横向裂缝,沥青路面,深惠路,21.5,四轮专车,2026-08-14,周五,审核通过,,轻微,1
2026008413,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-24,周一,审核通过,,轻微,0
2026008414,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-26,周三,审核通过,,轻微,0
2026008415,横向裂缝,沥青路面,龙岗大道,32.6,两轮车,2026-08-20,周四,审核通过,,轻微,1
2026008416,横向裂缝,沥青路面,爱南路,10.4,作业车,2026-08-14,周五,审核通过,,轻微,0
2026008417,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-14,周五,审核通过,,严重,0
2026008418,横向裂缝,沥青路面,碧新路,9.1,四轮专车,2026-08-17,周一,审核通过,,轻微,2
2026008419,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-26,周三,审核通过,,轻微,0
2026008420,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-13,周四,审核通过,,轻微,0
2026008421,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-25,周二,审核通过,,轻微,0
2026008422,横向裂缝,沥青路面,爱南路,10.4,两轮车,2026-08-13,周四,审核通过,,轻微,0
2026008423,横向裂缝,沥青路面,黄阁路,11.2,作业车,2026-08-20,周四,审核通过,,轻微,0
2026008424,横向裂缝,沥青路面,鹏达路,6.8,四轮专车,2026-08-11,周二,审核通过,,轻微,1
2026008425,横向裂缝,沥青路面,沙荷路,12.4,作业车,2026-08-05,周三,审核通过,,轻微,0
2026008426,横向裂缝,沥青路面,布龙路,19.6,四轮专车,2026-08-18,周二,审核通过,,轻微,2
2026008427,横向裂缝,沥青路面,吉祥路,8.6,四轮专车,2026-08-25,周二,审核通过,,轻微,2
2026008428,横向裂缝,沥青路面,红棉路,18.2,四轮专车,2026-08-16,周日,审核通过,,轻微,2
2026008429,横向裂缝,沥青路面,植物园路,7.5,两轮车,2026-08-27,周四,审核通过,,轻微,1
2026008430,横向裂缝,沥青路面,坂雪岗大道,14.2,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008431,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-08-04,周二,审核通过,,轻微,0
2026008432,横向裂缝,沥青路面,龙岗大道,32.6,作业车,2026-09-01,周二,审核通过,,轻微,0
2026008433,横向裂缝,沥青路面,碧新路,9.1,作业车,2026-08-21,周五,审核通过,,轻微,0
2026008434,横向裂缝,沥青路面,黄阁路,11.2,两轮车,2026-08-14,周五,驳回,AI误报,轻微,0
2026008435,横向裂缝,沥青路面,吉祥路,8.6,两轮车,2026-08-23,周日,审核通过,,轻微,1
2026008436,横向裂缝,沥青路面,吉祥路,8.6,两轮车,2026-08-27,周四,审核通过,,轻微,1
